"acetitomaculum"	"acetivibrio"	"acholeplasma"	"achromobacter"	"acidicaldus"	"acidimicrobiales"	"acidiphilium"	"acidisoma"	"acidisphaera"	"acidithiobacillus"	"acidobacterium"	"acidocella"	"acidothermus"	"acidovorax"	"acinetobacter"	"actinoallomurus"	"actinoalloteichus"	"actinocorallia"	"actinomadura"	"actinomyces"	"actinoplanes"	"actinospica"	"adhaeribacter"	"aerococcus"	"aeromicrobium"	"afifella"	"agrobacterium"	"agromyces"	"akkermansia"	"albimonas"	"alcaligenes"	"alcanivorax"	"algoriphagus"	"alicyclobacillus"	"alishewanella"	"alistipes"	"alkalibacter"	"alkalibacterium"	"alkaliflexus"	"alkaliphilus"	"alkanibacter"	"alkanindiges"	"alloiococcus"	"altererythrobacter"	"alternaria"	"alterococcus"	"alysiella"	"amaricoccus"	"ammoniphilus"	"amycolatopsis"	"anaerobaculum"	"anaerococcus"	"anaerofustis"	"anaerolinea"	"anaeromyxobacter"	"anaerophaga"	"anaeroplasma"	"anaerospora"	"anaerosporobacter"	"anaerostipes"	"anaerotruncus"	"ancalomicrobium"	"ancylobacter"	"anderseniella"	"angustibacter"	"anoxybacillus"	"anoxynatronum"	"aquabacterium"	"aquasalimonas"	"aquicella"	"aquiflexum"	"aquimonas"	"aquitalea"	"archaeoglobus"	"arcicella"	"arcobacter"	"arenimonas"	"arhodomonas"	"armatimonas"	"arthopyrenia"	"arthrobacter"	"asanoa"	"ascomycota"	"asteroleplasma"	"asticcacaulis"	"atopobium"	"atopostipes"	"aurantimonas"	"austwickia"	"azoarcus"	"azorhizobium"	"azospira"	"azospirillum"	"azovibrio"	"bacillus"	"bacteriovorax"	"bacteroides"	"balneimonas"	"barnesiella"	"bartonella"	"bazzania"	"bdellovibrio"	"beggiatoa"	"bellilinea"	"bergeyella"	"bicosoecida"	"bifidobacterium"	"bilophila"	"bipolaris"	"blastochloris"	"blastococcus"	"blastopirellula"	"blautia"	"bondarcevomyces"	"borrelia"	"bosea"	"brachybacterium"	"brachymonas"	"bradyrhizobium"	"branchiibius"	"brc1"	"brevibacillus"	"brevibacterium"	"brevinema"	"brevundimonas"	"brochothrix"	"bulleidia"	"burkholderia"	"butyrivibrio"	"byssovorax"	"caenimonas"	"caldalkalibacillus"	"caldicoprobacter"	"caldilinea"	"caloramator"	"calothrix"	"camelimonas"	"campylobacter"	"candidatus_alysiosphaera"	"candidatus_anadelfobacter"	"candidatus_arthromitus"	"candidatus_bacilloplasma"	"candidatus_brocadia"	"candidatus_captivus"	"candidatus_chloracidobacterium"	"candidatus_desulforudis"	"candidatus_entotheonella"	"candidatus_hepatincola"	"candidatus_hepatoplasma"	"candidatus_koribacter"	"candidatus_koribacter.1"	"candidatus_liberibacter"	"candidatus_metachlamydia"	"candidatus_methanoregula"	"candidatus_methylacidiphilum"	"candidatus_microthrix"	"candidatus_neoehrlichia"	"candidatus_nitrosocaldus"	"candidatus_nitrososphaera"	"candidatus_nitrotoga"	"candidatus_odyssella"	"candidatus_protochlamydia"	"candidatus_rhabdochlamydia"	"candidatus_rhodoluna"	"candidatus_rhodoluna.1"	"candidatus_ruthia"	"candidatus_scalindua"	"candidatus_solibacter"	"candidatus_symbiothrix"	"candidatus_thiobios"	"candidatus_xenohaliotis"	"candidatus_xiphinematobacter"	"capnocytophaga"	"capronia"	"cardiobacterium"	"carnobacterium"	"caryophanon"	"catellatospora"	"catenaria"	"catenuloplanes"	"catonella"	"caulobacter"	"cedecea"	"cellulomonas"	"cellulosilyticum"	"cellulosimicrobium"	"cellvibrio"	"cerasicoccus"	"cercozoa"	"cetobacterium"	"chaetothyriales"	"chara"	"chelativorans"	"chelatococcus"	"chitinibacter"	"chitinimonas"	"chitiniphilus"	"chitinophaga"	"chlamydomonadales"	"chlamydomonas"	"chlorochromatium"	"chloroflexus"	"chondromyces"	"christensenella"	"chromobacterium"	"chromophyton"	"chroococcidiopsis"	"chryseobacterium"	"chrysophyceae"	"chthoniobacter"	"chthonomonas"	"chytridiomycota"	"ciliophora"	"citrobacter"	"clavaria"	"climaciaceae"	"cloacibacterium"	"clostridiisalibacter"	"clostridium"	"cohnella"	"coleochaete"	"collimonas"	"comamonas"	"conexibacter"	"coniothyrium"	"coprococcus"	"coprothermobacter"	"corallococcus"	"corynebacteriales"	"corynebacterium"	"couchioplanes"	"coxiella"	"craurococcus"	"crenothrix"	"crocinitomix"	"crossiella"	"cryocola"	"cryptococcus"	"cryptomycota"	"cryptosporangium"	"cryptosporidiidae"	"cupriavidus"	"curreya"	"curtobacterium"	"curvibacter"	"cycloclasticus"	"cystobacterineae"	"cytophaga"	"dactylopodola"	"dactylosporangium"	"dechloromonas"	"deefgea"	"defluviicoccus"	"dehalobacterium"	"deinococcus"	"delftia"	"demequina"	"dendryphiella"	"dermatophilus"	"derxia"	"desmospora"	"desulfatirhabdium"	"desulfitibacter"	"desulfitobacterium"	"desulfoacinum"	"desulfobacca"	"desulfobacterium"	"desulfobotulus"	"desulfobulbus"	"desulfocapsa"	"desulfococcus"	"desulfomicrobium"	"desulfomonile"	"desulfonatronum"	"desulforegula"	"desulforhopalus"	"desulfosalsimonas"	"desulfospira"	"desulfosporomusa"	"desulfosporosinus"	"desulfotignum"	"desulfotomaculum"	"desulfovibrio"	"desulfuromonas"	"desulfuromusa"	"dethiobacter"	"devosia"	"dialister"	"didymocrea"	"dietzia"	"dokdonella"	"dolichospermum"	"dolosigranulum"	"dongia"	"dorea"	"dothideomycetes"	"dyadobacter"	"dyella"	"dysgonomonas"	"ectothiorhodospira"	"edaphobacter"	"edwardsiella"	"eimeriidae"	"elusimicrobium"	"embellisia"	"emticicia"	"enhydrobacter"	"ensifer"	"enterobacter"	"enterobacteriaceae"	"enterococcus"	"entomophthora"	"epilithonimonas"	"epulopiscium"	"eremococcus"	"erwinia"	"erysipelothrix"	"erythrobacter"	"erythromicrobium"	"escherichia"	"escherichia_shigella"	"ethanoligenens"	"eubacterium"	"euzebya"	"exiguobacterium"	"facklamia"	"faecalibacterium"	"fastidiosipila"	"ferrithrix"	"ferritrophicum"	"ferruginibacter"	"fervidobacterium"	"fibrobacter"	"filifactor"	"filimonas"	"filomicrobium"	"finegoldia"	"fistulina"	"flavihumibacter"	"flavisolibacter"	"flavobacterium"	"flavonifractor"	"flexibacter"	"fluviicola"	"fodinicola"	"fontibacillus"	"formivibrio"	"frankia"	"frankiales"	"frateuria"	"frigoribacterium"	"frondihabitans"	"fulvimarina"	"fulvimonas"	"fungi"	"fusobacterium"	"gaetbulibacter"	"gallionella"	"gardnerella"	"gelria"	"gemella"	"gemmata"	"gemmatimonas"	"geoalkalibacter"	"geobacillus"	"geobacter"	"geodermatophilus"	"geopsychrobacter"	"georgenia"	"geothermobacter"	"geothrix"	"gilvimarinus"	"globicatella"	"gluconacetobacter"	"glycomyces"	"gn02"	"gonium"	"goodfellowiella"	"gordonia"	"gracilibacter"	"granulicatella"	"granulicella"	"granulosicoccus"	"gregarina"	"haemophilus"	"hahella"	"haliangium"	"haliea"	"haliscomenobacter"	"halobacteriaceae"	"haloferula"	"halomonas"	"halorhodospira"	"halothiobacillus"	"hellea"	"herbaspirillum"	"herminiimonas"	"herpetosiphon"	"hgci_clade"	"hippea"	"hirschia"	"holophaga"	"holospora"	"humicoccus"	"hyaloscypha"	"hydrogenobacter"	"hydrogenophilus"	"hydrotalea"	"hylemonella"	"hymenobacter"	"hyphodontia"	"hyphomicrobium"	"hyphomonas"	"hypocrea"	"iamia"	"idiomarina"	"ignatzschineria"	"ignavibacterium"	"ignavigranum"	"ilumatobacter"	"inquilinus"	"insecta"	"iodobacter"	"isosphaera"	"janthinobacterium"	"jeotgalicoccus"	"jiangella"	"johnsonella"	"kaistia"	"kangiella"	"kineococcus"	"kineosporia"	"kingella"	"kitasatospora"	"klebsiella"	"klebsormidium"	"knoellia"	"kocuria"	"kribbella"	"ktedonobacter"	"labrys"	"laceyella"	"lactobacillus"	"lactococcus"	"lagenidium"	"lautropia"	"lawsonia"	"leadbetterella"	"leeia"	"legionella"	"leifsonia"	"lentibacillus"	"lentzea"	"leptolinea"	"leptolyngbya"	"leptospira"	"leptospirillum"	"leptothrix"	"leptotrichia"	"leucobacter"	"leuconostoc"	"leucothrix"	"lewia"	"lewinella"	"lichtheimia"	"limnobacter"	"limnohabitans"	"loktanella"	"longilinea"	"longispora"	"luedemannella"	"luteibacter"	"luteimonas"	"luteolibacter"	"lutispora"	"lysobacter"	"magnetospirillum"	"malassezia"	"malikia"	"marinobacter"	"marinomonas"	"marinoscillum"	"marinospirillum"	"maritimimonas"	"marmoricola"	"massilia"	"mechercharimyces"	"meganema"	"megasphaera"	"meiothermus"	"meniscus"	"mesorhizobium"	"mesotaenium"	"methanimicrococcus"	"methanobacterium"	"methanobrevibacter"	"methanococcoides"	"methanococcus"	"methanomicrobiaceae"	"methanomicrobium"	"methanoplanus"	"methanosaeta"	"methermicoccus"	"methylibium"	"methylobacillus"	"methylobacter"	"methylobacterium"	"methylocaldum"	"methylocella"	"methylocystis"	"methylohalomonas"	"methylomicrobium"	"methylomonas"	"methylophaga"	"methylopila"	"methylosinus"	"methylosoma"	"methyloversatilis"	"metyhlovirgula"	"microbacterium"	"microbispora"	"micrococcus"	"microcoleus"	"micromonospora"	"microtetraspora"	"microvirga"	"mitochondria"	"mobiluncus"	"modestobacter"	"mogibacterium"	"moorella"	"moraxella"	"moryella"	"msbl6"	"mucilaginibacter"	"mucispirillum"	"mucor"	"mycobacterium"	"mycoplasma"	"myroides"	"myxococcus"	"nakamurella"	"nannocystineae"	"nannocystis"	"natranaerobius"	"natronincola"	"natronobacillus"	"nc10"	"neisseria"	"neochlamydia"	"neoperezia"	"neotestudina"	"neptunomonas"	"nesterenkonia"	"nevskia"	"niabella"	"niastella"	"nitratireductor"	"nitriliruptor"	"nitrobacter"	"nitrosococcus"	"nitrosomonas"	"nitrosospira"	"nitrosovibrio"	"nitrospina"	"nitrospira"	"nkb19"	"nocardia"	"nocardioides"	"nocardiopsis"	"nonomuraea"	"novispirillum"	"novosphingobium"	"oceanicaulis"	"ochrobactrum"	"ochromonadaceae"	"octadecabacter"	"op1"	"op11"	"op3"	"op9"	"opitutus"	"orbus"	"oribacterium"	"orientia"	"ornithinimicrobium"	"oryzihumus"	"oscillospira"	"owenweeksia"	"oxalicibacterium"	"oxobacter"	"paenibacillus"	"palaeococcus"	"paludibacter"	"paludimonas"	"pandoraea"	"pannonibacter"	"pantoea"	"papillibacter"	"parabacteroides"	"parachlamydia"	"paracoccus"	"parapedobacter"	"parasegetibacter"	"parundella"	"parvibaculum"	"parvimonas"	"parvularcula"	"pasteurella"	"pasteuria"	"patulibacter"	"paucimonas"	"pectobacterium"	"pedobacter"	"pedomicrobium"	"pelagibaca"	"pellia"	"pelobacter"	"pelosinus"	"penicillium"	"peptococcus"	"peptoniphilus"	"peptostreptococcus"	"peredibacter"	"perlucidibaca"	"persicobacter"	"petrobacter"	"phaeospirillum"	"phaselicystis"	"phenylobacterium"	"phoma"	"photobacterium"	"phycisphaera"	"phyllobacterium"	"phytophthora"	"pilimelia"	"pirellula"	"piscirickettsia"	"piscirickettsiaceae"	"planctomyces"	"planifilum"	"pleomorphomonas"	"plesiocystis"	"plesiomonas"	"polaromonas"	"polynucleobacter"	"pontibacter"	"porphyromonas"	"preussia"	"prevotella"	"prochlorococcus"	"promicromonospora"	"propionispira"	"propionispora"	"prosthecobacter"	"prosthecomicrobium"	"proteiniphilum"	"proteus"	"protoperidinium"	"providencia"	"pseudoalteromonas"	"pseudobutyrivibrio"	"pseudochrobactrum"	"pseudoclavibacter"	"pseudofulvimonas"	"pseudolabrys"	"pseudomonas"	"pseudonocardia"	"pseudospirillum"	"pseudoxanthomonas"	"psychrobacter"	"pusillimonas"	"quatrionicoccus"	"ralstonia"	"raoultella"	"rarobacter"	"reichenbachiella"	"renibacterium"	"rheinheimera"	"rhizobiales"	"rhizobium"	"rhizopus"	"rhodanobacter"	"rhodobacter"	"rhodobium"	"rhodoblastus"	"rhodococcus"	"rhodocyclus"	"rhodomicrobium"	"rhodopila"	"rhodopirellula"	"rhodoplanes"	"rhodopseudomonas"	"rhodospirillum"	"rhodosporidium"	"rhodovastum"	"rhodovibrio"	"rhodovulum"	"rickettsia"	"rickettsiales"	"rickettsiella"	"rikenella"	"rivularia"	"robiginitomaculum"	"robinsoniella"	"roseburia"	"roseibacillus"	"roseiflexus"	"roseococcus"	"roseomonas"	"rothia"	"rubellimicrobium"	"rubritalea"	"rubrobacter"	"rudaea"	"ruminobacter"	"ruminococcus"	"rummeliibacillus"	"runella"	"saccharofermentans"	"saccharomonospora"	"saccharopolyspora"	"salana"	"salinarimonas"	"salinibacter"	"salinicoccus"	"salinisphaera"	"sandarakinorhabdus"	"sanguibacter"	"sarcina"	"sbr1093"	"schlegelella"	"schlesneria"	"sediminibacterium"	"segetibacter"	"sejongia"	"selenomonas"	"serratia"	"shewanella"	"shimazuella"	"shinella"	"sideroxydans"	"silanimonas"	"simiduia"	"simkania"	"simplicispira"	"singulisphaera"	"siphonobacter"	"skermanella"	"smaragdicoccus"	"smithella"	"solibacillus"	"solimonas"	"solirubrobacter"	"solirubrobacterales"	"solitalea"	"solobacterium"	"soonwooa"	"sorangiineae"	"sorangium"	"spam"	"sphaerobacter"	"sphingobacterium"	"sphingobium"	"sphingomonas"	"sphingopyxis"	"spirochaeta"	"spirogyra"	"spirosoma"	"spizellomycetaceae"	"sporichthya"	"sporobacter"	"sporocytophaga"	"sporolactobacillus"	"sporomusa"	"sporormiella"	"sporosarcina"	"sporotalea"	"spumella"	"staphylococcus"	"stella"	"stenotrophomonas"	"stenoxybacter"	"steroidobacter"	"sterolibacterium"	"stramenopiles"	"streptococcus"	"streptomyces"	"streptosporangium"	"subdoligranulum"	"succinispira"	"sufflavibacter"	"sulfobacillus"	"sulfuricella"	"sulfuricurvum"	"sulfurihydrogenibium"	"sulfurimonas"	"sulfurospirillum"	"sulfurovum"	"sutterella"	"suttonella"	"syntrophobacter"	"syntrophococcus"	"syntrophomonas"	"syntrophus"	"tannerella"	"taphrina"	"telmatospirillum"	"tepidimonas"	"terriglobus"	"terrimonas"	"tetrasphaera"	"tg3"	"thalassomonas"	"thalassospira"	"thauera"	"theileria"	"thermacetogenium"	"thermincola"	"thermoactinomyces"	"thermoanaerobacterium"	"thermobaculum"	"thermodesulforhabdus"	"thermodesulfovibrio"	"thermogemmatispora"	"thermomicrobium"	"thermomonas"	"thermopolyspora"	"thermosinus"	"thermus"	"thioalkalibacter"	"thioalkalispira"	"thiobacillus"	"thioclava"	"thiohalobacter"	"thioploca"	"thiorhodococcus"	"tissierella"	"tistrella"	"tm6"	"tm7"	"tolumonas"	"torrubiella"	"trabulsiella"	"tracheophyta"	"treponema"	"trichococcus"	"trichosporon"	"tropicimonas"	"truepera"	"tsukamurella"	"tumebacillus"	"turicibacter"	"turneriella"	"uliginosibacterium"	"ulospora"	"umezawaea"	"undibacterium"	"ustilago"	"varibaculum"	"variovorax"	"veillonella"	"verrucomicrobium"	"verticillium"	"vibrio"	"victivallis"	"virgibacillus"	"virgisporangium"	"vogesella"	"weeksella"	"weissella"	"wenxinia"	"wettsteinina"	"williamsia"	"wolbachia"	"ws3"	"xanthobacter"	"xanthomonas"	"xylanibacter"	"yaniella"	"yonghaparkia"	"zavarzinella"	"zb3"	"zea"	"zoogloea"	"zymomonas"
"AE01"	0	0	0	1	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	38	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	49	0	0	0	0	0	0	2	0	21	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	196	0	1	0	0	3	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	7	7	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	73	0	1	0	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3816	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	671	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3596	0	0	0	0	0	528	0	0	0	0	0	2	0	0	0	0	0	0	0	6	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3701	0	0	0	0	0	0	1	0	0	0	1	0	0	243	0	0	0	6	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2004	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AE02"	0	0	0	2	0	0	0	0	0	0	0	0	0	90	16	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	165	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	1	0	2	0	0	0	183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	85	0	8	0	0	71	0	0	0	1	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	2	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	8742	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	1	9	0	3	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	106	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	767	79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	498	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AE03"	0	0	0	48	0	0	0	0	0	0	1	0	0	4	35	0	0	0	0	1	0	0	0	0	0	0	330	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	10	0	0	4	0	4	0	0	0	17	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	1	0	0	8	0	0	0	0	147	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	134	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5149	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0	0	0	0	3	0	0	0	2732	0	0	0	0	0	0	1	0	0	0	1	0	0	267	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7490	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
